,Company,TypeName,Inches,Ram,Memory,OpSys,Price_euros
675,HP,3,4,1,5,1,1191.0
676,HP,4,7,3,10,5,615.0
677,HP,1,1,3,5,1,499.0
678,HP,4,1,3,1,1,684.8
679,HP,2,2,1,12,4,1870.0
680,HP,2,1,1,4,1,1296.99
681,HP,5,6,1,12,1,1908.0
682,HP,1,1,1,3,1,806.0
683,HP,1,2,4,10,1,279.0
684,HP,1,4,1,3,1,910.0
685,HP,2,2,1,4,1,1500.0
686,HP,2,6,3,4,1,1244.0
687,HP,4,5,3,4,1,1799.0
688,HP,1,1,6,3,1,579.0
689,HP,6,1,1,4,4,1561.0
690,HP,1,1,1,5,1,979.0
691,HP,1,2,3,6,1,1265.0
692,HP,4,5,2,4,1,1399.0
693,HP,1,1,1,4,1,1304.0
694,HP,6,1,1,4,1,1738.27
695,HP,1,1,3,1,1,685.0
696,HP,1,4,1,4,1,923.0
697,HP,1,1,1,3,1,846.5
698,HP,1,1,1,4,1,879.0
699,HP,1,2,1,4,1,1268.0
700,HP,4,5,1,4,1,1499.0
701,HP,1,1,1,3,1,900.0
702,HP,4,7,3,4,1,775.0
703,HP,1,1,3,3,1,488.69
704,HP,1,4,2,3,1,1059.0
705,HP,1,1,1,3,1,1269.0
706,HP,2,5,1,12,1,1323.0
707,HP,1,2,3,1,1,1000.0
708,HP,1,5,3,6,1,726.0
709,HP,1,4,1,3,1,489.0
710,HP,1,1,1,4,1,579.0
711,HP,1,2,1,4,1,988.0
712,HP,1,1,1,3,1,598.0
713,HP,1,1,3,1,2,344.99
714,HP,1,2,1,4,1,860.0
715,HP,1,1,6,4,1,649.0
716,HP,1,2,1,2,1,389.0
717,HP,6,4,1,1,1,1860.99
718,HP,1,1,3,1,2,393.9
719,HP,1,1,6,3,1,529.0
720,HP,1,4,1,4,1,928.0
722,HP,1,1,3,3,1,478.0
723,HP,1,5,3,6,1,719.0
724,HP,1,1,5,5,1,1327.0
725,HP,3,4,2,7,1,1498.0
726,HP,1,1,3,1,1,485.0
727,HP,1,1,3,1,1,297.0
728,HP,4,5,2,4,1,1975.0
729,HP,1,1,3,4,1,478.89
731,HP,3,1,1,3,1,899.0
732,HP,1,1,3,1,2,476.99
733,HP,1,5,3,1,1,675.0
735,HP,1,1,3,1,1,668.48
736,HP,1,2,4,10,1,249.0
737,HP,1,1,1,4,1,679.0
738,HP,1,1,2,12,1,1159.0
739,HP,1,1,3,1,1,650.0
740,HP,1,1,6,3,1,799.0
741,HP,1,2,6,4,1,659.0
742,HP,1,5,3,4,1,699.0
743,HP,1,1,1,4,1,1219.0
744,HP,1,2,1,4,1,1010.51
745,HP,1,1,6,6,1,568.9
746,HP,2,1,1,4,1,699.0
747,HP,1,1,6,11,1,549.99
748,HP,1,1,1,4,1,618.99
749,HP,1,1,3,6,1,689.0
750,HP,5,7,4,10,1,209.0
751,HP,2,5,1,4,1,1399.0
752,HP,1,2,1,12,1,1084.0
753,HP,1,1,3,1,2,349.0
754,HP,1,1,1,4,1,889.0
755,HP,1,1,6,3,1,764.0
756,HP,1,1,3,3,1,521.47
757,HP,4,5,1,4,1,1398.99
758,HP,1,1,3,1,1,722.0
759,HP,1,2,3,1,1,722.0
760,HP,1,1,6,11,1,549.99
761,HP,5,7,4,10,1,209.0
762,HP,1,2,1,4,1,1031.0
763,HP,1,1,1,4,2,575.0
764,HP,1,1,1,6,1,445.9
765,HP,1,2,1,13,1,1749.0
766,HP,1,2,3,4,4,1099.99
767,HP,1,4,1,3,1,1280.0
768,HP,1,4,1,3,1,544.15
769,HP,1,1,3,1,2,259.0
770,HP,1,1,3,1,1,399.0
771,HP,1,1,3,1,1,397.0
772,HP,1,4,2,12,1,1271.0
773,HP,1,2,1,3,1,812.0
774,HP,1,1,3,6,1,705.5
775,HP,2,5,1,4,1,1145.0
776,HP,1,1,6,11,1,549.99
777,HP,3,4,5,3,1,1799.0
778,HP,1,1,3,4,1,398.99
779,HP,5,7,4,10,1,209.0
780,HP,1,4,1,3,1,1018.0
781,HP,1,1,6,3,1,764.0
782,HP,1,1,1,4,1,598.99
783,HP,4,5,1,12,1,1999.0
784,HP,1,1,1,1,1,1154.0
785,HP,3,4,5,3,1,1699.0
786,HP,4,7,1,17,5,495.0
787,HP,1,4,1,3,1,914.0
788,HP,1,5,1,4,1,1090.0
789,HP,4,2,3,6,1,699.0
790,HP,1,1,3,1,4,940.0
791,HP,2,5,2,12,1,2049.0
793,HP,1,2,3,1,4,1030.99
794,HP,6,1,1,4,4,1495.0
795,HP,1,5,3,10,5,615.0
796,HP,1,1,1,3,1,745.0
797,HP,1,1,1,3,1,559.0
798,HP,1,1,3,3,2,345.99
799,HP,1,1,6,3,1,539.0
800,HP,1,2,1,4,1,1292.0
801,HP,2,6,1,4,4,1199.0
802,HP,1,5,1,12,1,1103.0
803,HP,1,1,3,1,1,1199.0
804,HP,6,1,1,12,1,1534.0
805,HP,1,1,1,19,1,2103.34
806,HP,1,2,1,4,4,1469.0
807,HP,1,1,1,3,1,979.0
808,HP,1,1,3,1,1,689.0
809,HP,1,1,3,4,1,979.0
810,HP,1,1,3,1,1,705.15
811,HP,1,1,3,1,2,499.0
812,HP,1,1,1,4,4,1579.0
813,HP,1,1,1,4,1,1070.0
814,HP,2,6,1,4,1,1335.0
815,HP,1,1,3,4,1,398.49
816,HP,1,4,6,2,1,569.0
817,HP,1,1,3,1,2,258.0
818,HP,1,1,3,1,1,910.0
819,HP,1,1,1,6,1,589.0
820,HP,1,4,3,4,1,699.0
821,HP,6,4,1,1,1,1907.99
822,HP,1,4,1,5,1,977.0
823,HP,5,6,3,6,4,1599.0
824,HP,1,2,1,4,1,980.0
825,HP,3,4,1,5,1,1129.0
826,HP,1,1,1,2,1,629.0
827,HP,1,1,3,4,1,369.0
828,HP,2,1,1,4,1,752.0
829,HP,1,1,1,3,1,794.0
830,HP,6,4,1,4,4,3949.4
831,HP,2,1,1,4,4,2171.72
832,HP,1,1,3,3,1,500.0
833,HP,4,5,1,4,1,1629.0
834,HP,1,1,3,1,1,438.69
835,HP,6,1,1,4,4,2229.0
836,HP,1,2,1,4,1,1124.0
838,HP,6,1,1,4,4,1899.0
839,HP,2,1,1,12,1,1389.0
840,HP,2,6,1,4,4,2296.95
841,HP,1,1,3,1,4,932.0
842,HP,1,4,1,4,1,1045.0
843,HP,2,6,1,4,4,1895.0
844,HP,1,1,3,3,1,469.0
845,HP,4,5,2,13,1,2449.0
846,HP,1,1,3,1,2,364.9
847,HP,6,4,1,3,4,2899.0
848,HP,1,4,1,4,1,639.9
849,HP,1,1,6,3,1,764.0
850,HP,1,1,3,3,1,398.0
851,HP,1,2,3,14,1,229.0
852,HP,1,1,3,6,1,439.0
853,HP,1,5,1,4,1,1699.0
854,HP,1,5,1,12,1,959.0
855,HP,3,4,2,7,1,1379.0
856,HP,1,3,1,3,1,520.9
857,HP,2,6,1,12,1,2014.0
858,HP,1,5,1,4,1,1690.0
859,HP,1,2,1,4,4,1513.0
860,HP,2,5,1,12,1,1969.0
861,HP,1,1,3,1,1,612.61
864,LG,2,2,1,12,1,1899.0
865,LG,2,1,2,12,1,2099.0
866,LG,2,1,1,12,1,2299.0
867,Lenovo,1,1,1,5,1,817.95
868,Lenovo,3,1,2,7,1,1179.0
869,Lenovo,1,4,1,3,2,539.0
870,Lenovo,4,5,1,12,1,1499.0
871,Lenovo,3,1,1,5,1,1272.0
872,Lenovo,1,2,3,10,1,292.0
873,Lenovo,2,6,1,4,1,1713.49
874,Lenovo,1,1,1,2,2,519.0
875,Lenovo,1,2,3,4,1,699.0
876,Lenovo,1,1,1,4,1,1097.0
878,Lenovo,1,1,1,4,1,1529.0
879,Lenovo,1,1,3,6,1,498.0
880,Lenovo,1,1,3,1,1,344.0
881,Lenovo,1,1,3,1,1,318.0
882,Lenovo,1,4,1,24,1,659.0
883,Lenovo,1,1,3,3,1,977.0
884,Lenovo,1,2,3,1,1,990.0
885,Lenovo,1,1,3,1,1,535.0
886,Lenovo,1,4,3,3,1,589.0
887,Lenovo,1,1,3,3,1,414.9
888,Lenovo,3,1,1,5,1,999.0
889,Lenovo,1,1,1,4,1,830.0
890,Lenovo,1,2,1,36,4,1199.0
891,Lenovo,1,2,1,4,1,1345.0
892,Lenovo,1,1,1,3,2,659.01
893,Lenovo,3,1,1,3,2,1017.0
894,Lenovo,4,5,1,4,1,1034.0
896,Lenovo,3,4,7,25,1,3240.0
898,Lenovo,1,1,3,6,1,349.0
899,Lenovo,1,1,3,1,1,540.0
900,Lenovo,1,1,3,6,1,399.0
901,Lenovo,4,17,1,4,1,1079.0
903,Lenovo,4,2,2,12,1,1749.0
904,Lenovo,3,1,1,5,1,1249.0
905,Lenovo,1,4,6,5,1,859.0
906,Lenovo,1,1,3,6,1,349.0
907,Lenovo,1,2,1,4,1,857.07
908,Lenovo,2,6,1,4,1,1429.0
909,Lenovo,1,1,3,1,1,298.0
910,Lenovo,1,1,3,6,1,630.0
912,Lenovo,2,2,1,4,1,1499.0
913,Lenovo,2,6,2,12,1,1798.0
914,Lenovo,1,1,3,3,2,489.9
915,Lenovo,1,4,1,3,1,519.0
916,Lenovo,1,4,1,2,2,849.0
917,Lenovo,1,1,1,3,2,709.0
919,Lenovo,1,2,1,4,1,1191.0
920,Lenovo,1,1,3,1,1,419.0
921,Lenovo,6,1,2,12,4,1855.0
922,Lenovo,5,6,2,12,1,1650.0
923,Lenovo,1,1,3,3,1,449.0
924,Lenovo,1,4,1,4,2,698.0
925,Lenovo,1,1,3,6,1,565.0
926,Lenovo,1,2,1,4,1,1049.0
928,Lenovo,1,1,6,4,1,579.0
929,Lenovo,3,4,2,5,1,2289.99
930,Lenovo,3,1,1,4,1,829.0
931,Lenovo,1,1,3,4,1,399.0
932,Lenovo,1,1,1,3,1,429.0
933,Lenovo,1,1,3,37,1,621.45
934,Lenovo,1,1,1,4,1,1049.6
935,Lenovo,3,1,2,5,1,1029.0
936,Lenovo,4,1,3,4,1,847.0
937,Lenovo,1,1,3,1,2,450.0
938,Lenovo,1,4,1,4,1,2999.0
939,Lenovo,1,1,3,1,1,685.0
940,Lenovo,3,1,1,5,1,1196.0
941,Lenovo,1,1,3,1,1,299.0
942,Lenovo,4,1,1,4,1,1299.0
943,Lenovo,1,1,1,3,2,599.0
944,Lenovo,1,1,7,13,1,4899.0
945,Lenovo,1,1,3,3,2,339.0
948,Lenovo,1,2,1,36,1,1364.0
949,Lenovo,3,1,2,8,1,1749.0
950,Lenovo,1,4,6,3,1,649.0
951,Lenovo,1,1,5,12,1,949.0
952,Lenovo,1,2,1,4,4,1465.0
953,Lenovo,1,1,1,3,1,899.0
954,Lenovo,3,1,2,12,2,1398.0
956,Lenovo,1,1,5,3,1,609.0
957,Lenovo,1,1,3,3,2,359.99
958,Lenovo,3,1,1,3,1,819.0
959,Lenovo,1,1,6,3,1,564.0
960,Lenovo,2,2,5,12,4,2299.0
961,Lenovo,1,1,3,1,2,398.0
962,Lenovo,1,1,3,11,4,825.0
963,Lenovo,1,1,1,3,1,459.0
964,Lenovo,4,5,1,12,1,2025.0
965,Lenovo,3,1,2,12,1,1305.0
966,Lenovo,1,2,1,4,1,1474.0
967,Lenovo,1,1,3,3,1,468.0
968,Lenovo,1,1,1,4,1,1390.0
969,Lenovo,1,4,3,1,2,529.0
970,Lenovo,1,1,1,3,1,459.0
972,Lenovo,2,1,6,4,1,831.0
973,Lenovo,2,2,1,4,4,1499.0
974,Lenovo,1,1,1,2,2,549.0
975,Lenovo,1,1,1,11,1,788.49
976,Lenovo,1,2,1,4,1,1116.02
977,Lenovo,1,4,2,12,4,2968.0
978,Lenovo,1,1,1,5,1,819.0
979,Lenovo,1,1,2,11,1,1099.0
980,Lenovo,2,2,2,12,1,2450.0
982,Lenovo,1,2,3,10,1,274.0
983,Lenovo,1,1,3,6,1,429.0
984,Lenovo,1,1,3,3,2,368.0
985,Lenovo,3,1,1,3,1,1299.0
986,Lenovo,2,6,1,4,1,1584.0
987,Lenovo,4,1,3,4,1,867.0
988,Lenovo,1,1,1,4,1,739.0
989,Lenovo,3,1,2,12,1,1199.0
990,Lenovo,1,1,1,1,2,629.0
991,Lenovo,1,5,3,15,5,459.9
992,Lenovo,1,1,3,3,2,252.36
993,Lenovo,4,17,1,12,1,1849.0
994,Lenovo,3,4,7,7,1,2663.0
995,Lenovo,3,4,2,26,1,2749.99
996,Lenovo,1,1,3,6,2,468.0
997,Lenovo,1,1,6,3,1,499.0
998,Lenovo,3,1,1,5,1,1109.0
999,Lenovo,1,1,1,3,2,499.0
1000,Lenovo,1,1,1,4,1,2090.0
1001,Lenovo,1,1,3,6,1,493.0
1002,Lenovo,4,2,1,12,4,2050.38
1003,Lenovo,1,2,1,12,2,799.0
1004,Lenovo,1,1,3,4,1,829.0
1005,Lenovo,3,1,1,5,2,989.0
1006,Lenovo,1,1,3,3,1,579.0
1008,Lenovo,4,2,1,4,1,1669.0
1009,Lenovo,1,2,4,10,1,249.0
1010,Lenovo,1,5,1,4,1,999.0
1011,Lenovo,4,5,1,4,1,1757.42
1012,Lenovo,1,1,3,3,1,549.0
1013,Lenovo,2,2,5,4,1,1673.0
1014,Lenovo,1,1,3,3,2,499.0
1015,Lenovo,1,5,1,4,1,960.0
1017,Lenovo,1,1,3,3,1,779.0
1018,Lenovo,4,17,1,4,1,1599.0
1019,Lenovo,3,1,1,7,1,1399.0
1020,Lenovo,5,7,3,6,1,553.0
1021,Lenovo,4,2,3,6,1,638.0
1022,Lenovo,2,2,1,12,1,2499.0
1023,Lenovo,1,5,3,6,1,881.0
1025,Lenovo,2,2,1,30,1,1875.0
1026,Lenovo,1,1,6,4,1,789.0
1027,Lenovo,1,2,4,17,1,229.0
1028,Lenovo,1,1,1,7,1,1144.5
1029,Lenovo,1,2,3,17,1,249.0
1030,Lenovo,1,1,1,5,1,789.0
1031,Lenovo,1,1,1,4,2,549.0
1033,Lenovo,1,1,3,1,1,489.9
1034,Lenovo,1,2,1,4,4,1340.0
1035,Lenovo,1,1,3,3,1,799.0
1036,Lenovo,4,5,1,12,1,1825.0
1037,Lenovo,1,5,2,12,1,1499.0
1038,Lenovo,3,1,1,5,2,809.0
1040,Lenovo,1,2,4,17,1,229.0
1041,Lenovo,1,1,3,1,1,409.0
1042,Lenovo,1,1,3,3,1,609.0
1043,Lenovo,1,1,3,3,2,467.0
1044,Lenovo,1,1,3,3,1,306.0
1046,Lenovo,1,1,1,4,1,911.0
1047,Lenovo,1,1,3,3,1,309.0
1048,Lenovo,1,1,1,2,2,459.0
1049,Lenovo,1,4,3,6,1,489.0
1050,Lenovo,2,2,1,4,1,1859.0
1051,Lenovo,2,6,1,4,1,1650.0
1052,Lenovo,1,1,1,3,1,899.0
1053,Lenovo,1,5,1,4,1,949.0
1054,Lenovo,6,1,1,12,1,1925.0
1055,Lenovo,1,1,1,12,1,1962.99
1056,Lenovo,1,2,3,1,1,299.0
1057,Lenovo,1,1,1,4,1,1229.56
1058,Lenovo,2,2,1,4,1,1903.0
1059,Lenovo,3,1,1,7,2,1149.0
1060,Lenovo,1,1,3,3,2,469.0
1061,Lenovo,4,5,1,4,1,1399.0
1062,Lenovo,1,1,1,3,1,850.66
1064,Lenovo,4,2,3,6,1,638.0
1065,Lenovo,1,5,3,36,1,735.0
1067,Lenovo,1,1,3,3,2,479.0
1068,Lenovo,1,1,3,1,1,1055.0
1069,Lenovo,1,2,4,17,1,229.0
1070,Lenovo,3,1,2,7,1,1499.0
1071,Lenovo,4,5,1,4,1,1950.0
1072,Lenovo,4,1,1,12,1,1699.0
1073,Lenovo,1,1,1,3,1,669.0
1074,Lenovo,1,2,1,4,1,938.0
1075,Lenovo,1,1,3,1,2,309.0
1076,Lenovo,3,1,2,4,1,1079.0
1077,Lenovo,1,2,1,4,1,1186.0
1078,Lenovo,1,1,3,6,2,403.5
1079,Lenovo,1,2,1,4,1,1650.0
1081,Lenovo,1,2,1,4,1,1099.0
1082,Lenovo,1,1,3,4,2,444.0
1083,Lenovo,2,2,1,30,1,2049.0
1084,Lenovo,5,7,3,16,5,265.0
1085,Lenovo,1,5,1,4,1,949.0
1086,Lenovo,1,1,1,3,1,899.0
1087,Lenovo,1,2,3,15,5,325.0
1088,Lenovo,1,4,3,1,1,379.0
1089,Lenovo,1,4,1,3,2,589.0
1091,Lenovo,1,5,3,6,1,549.0
1092,Lenovo,2,2,1,4,1,1799.0
1094,Lenovo,1,7,4,10,1,304.45
1095,Lenovo,4,16,1,4,1,1299.0
1096,Lenovo,1,1,1,4,1,1349.0
1097,Lenovo,1,1,3,6,2,270.62
1098,Lenovo,3,1,1,5,1,1048.0
1099,Lenovo,1,1,1,4,2,573.0
1100,Lenovo,4,1,2,12,1,1899.0
1101,Lenovo,3,1,2,22,1,1129.0
1102,Lenovo,3,1,1,5,1,1189.0
1103,Lenovo,1,1,3,6,1,499.0
1104,Lenovo,2,2,1,4,1,1215.38
1105,Lenovo,1,1,1,12,1,1729.0
1106,Lenovo,1,1,6,6,1,569.0
1107,Lenovo,1,1,6,4,1,549.0
1108,Lenovo,1,2,1,4,1,1072.0
1110,Lenovo,4,2,3,6,1,638.0
1111,Lenovo,4,17,2,12,1,2099.0
1112,Lenovo,1,1,2,12,4,2370.0
1113,Lenovo,4,2,3,4,1,629.0
1114,Lenovo,3,1,1,4,2,779.0
1115,Lenovo,1,1,2,12,1,2449.0
1116,Lenovo,1,1,6,4,1,597.57
1117,Lenovo,1,1,3,6,2,369.0
1118,Lenovo,6,1,2,12,1,2445.0
1119,Lenovo,1,2,3,6,1,599.0
1120,Lenovo,1,4,3,3,1,489.0
1121,Lenovo,4,2,1,4,1,999.0
1122,Lenovo,6,1,2,13,1,3299.0
1123,Lenovo,1,5,1,4,1,1010.0
1124,Lenovo,1,4,6,5,1,949.0
1125,Lenovo,4,2,1,4,1,899.0
1126,Lenovo,1,1,5,2,1,899.0
1127,Lenovo,1,1,1,4,1,1011.99
1128,Lenovo,5,7,3,6,1,475.0
1129,Lenovo,2,2,3,36,1,1096.0
1131,Lenovo,4,17,2,12,1,1849.0
1132,Lenovo,1,1,3,3,2,462.35
1133,Lenovo,1,1,1,4,2,629.0
1134,Lenovo,4,1,1,4,1,959.0
1135,Lenovo,1,2,3,35,4,1002.0
1137,Lenovo,1,1,1,6,1,589.0
1138,Lenovo,2,2,1,4,1,1488.99
1139,Lenovo,1,4,6,5,1,719.0
1140,Lenovo,4,5,1,12,1,1970.0
1141,Lenovo,1,1,1,4,1,880.0
1142,Lenovo,2,6,1,36,1,1099.0
1143,Lenovo,4,17,1,4,1,1349.0
1144,Lenovo,1,1,1,4,2,499.0
1145,Lenovo,1,1,1,3,2,685.0
1146,Lenovo,1,1,1,4,1,898.9
1147,Lenovo,3,1,2,8,1,999.0
1148,Lenovo,1,1,1,5,1,813.0
1149,Lenovo,1,2,1,4,1,859.0
1150,Lenovo,3,1,1,4,2,869.0
1151,Lenovo,1,1,6,4,1,695.0
1152,Lenovo,1,1,1,11,4,895.0
1153,Lenovo,1,1,1,3,2,329.0
1154,Lenovo,1,1,1,3,1,899.0
1155,Lenovo,1,2,3,1,1,785.0
1156,Lenovo,2,2,2,12,1,2299.0
1157,Lenovo,1,1,3,3,2,321.99
1158,Lenovo,1,1,1,4,1,597.0
1159,Lenovo,1,2,1,4,1,1480.0
1160,Lenovo,1,2,1,4,2,599.0
1161,Lenovo,3,1,3,3,1,999.0
1162,Lenovo,2,6,1,4,1,1760.0
1163,Lenovo,4,2,3,6,1,833.01
1164,MSI,3,1,1,5,1,1229.0
1165,MSI,3,1,1,5,1,1169.0
1166,MSI,3,4,2,7,1,1948.99
1167,MSI,3,1,1,5,1,1476.11
1168,MSI,3,1,1,5,1,1149.0
1169,MSI,3,1,2,5,1,2153.37
1170,MSI,3,1,2,22,1,2241.5
1171,MSI,3,4,2,7,1,2048.9
1172,MSI,3,4,2,7,1,1598.0
1173,MSI,3,1,2,7,1,1299.0
1174,MSI,3,4,2,8,1,2729.0
1175,MSI,3,4,2,5,1,2349.0
1176,MSI,3,4,2,8,1,2499.0
1177,MSI,3,1,1,3,1,839.0
1178,MSI,3,4,2,23,1,2649.0
1179,MSI,3,4,1,5,1,1486.77
1180,MSI,3,4,1,5,1,1095.0
1181,MSI,3,4,2,7,1,2499.0
1182,MSI,3,1,2,7,1,1294.0
1183,MSI,3,1,1,4,1,997.9
1184,MSI,3,1,1,5,1,1089.0
1185,MSI,3,4,1,7,1,1199.0
1186,MSI,3,1,2,7,1,1819.0
1187,MSI,3,1,1,4,1,1199.0
1188,MSI,3,1,1,4,1,1027.74
1189,MSI,3,4,2,7,1,1890.0
1190,MSI,3,4,2,7,1,1545.64
1191,MSI,3,4,2,7,1,1599.0
1192,MSI,3,1,1,5,1,1119.91
1193,MSI,3,4,2,7,1,2249.0
1194,MSI,3,4,1,5,1,1191.8
1195,MSI,3,4,1,5,1,1348.48
1196,MSI,3,1,2,7,1,2094.48
1197,MSI,3,4,2,8,1,2415.0
1198,MSI,3,1,1,5,1,1199.0
1199,MSI,3,9,7,8,1,2799.0
1200,MSI,3,4,1,5,1,1409.0
1201,MSI,3,4,1,4,1,1599.0
1202,MSI,3,4,2,7,1,2029.0
1203,MSI,3,1,2,7,1,1929.0
1204,MSI,3,2,2,7,1,1891.0
1205,MSI,3,1,1,5,1,1142.8
1206,MSI,3,4,1,4,1,1349.0
1207,MSI,3,4,2,22,1,2449.0
1208,MSI,3,1,2,7,1,1799.0
1209,MSI,3,1,2,7,1,2267.86
1210,MSI,3,1,2,7,1,2099.0
1211,MSI,3,4,2,7,1,1492.8
1212,MSI,3,2,2,7,1,1769.0
1213,MSI,3,4,2,7,1,2399.0
1214,MSI,3,4,1,5,1,1511.19
1215,MSI,3,1,2,22,1,2299.0
1216,MSI,3,4,2,5,1,2199.0
1217,MSI,3,1,1,5,1,1191.8
1218,Mediacom,1,2,4,10,1,239.0
1219,Mediacom,1,5,3,14,1,369.0
1220,Mediacom,1,2,3,34,1,265.0
1221,Mediacom,1,2,3,14,1,249.0
1222,Mediacom,1,2,3,14,1,389.0
1223,Mediacom,4,7,3,14,1,299.0
1224,Mediacom,1,5,3,10,1,255.0
1225,Microsoft,2,14,3,6,6,1089.0
1226,Microsoft,2,14,1,4,6,1799.0
1227,Microsoft,2,14,3,6,6,989.0
1228,Microsoft,2,14,2,12,6,2589.0
1229,Microsoft,2,14,1,4,6,1340.0
1230,Microsoft,2,14,1,4,6,1867.85
1231,Razer,3,4,7,12,1,5499.0
1232,Razer,2,6,1,4,1,1029.0
1233,Razer,3,2,2,13,1,3499.0
1234,Razer,3,4,7,13,1,6099.0
1235,Razer,3,2,2,4,1,2599.0
1236,Razer,2,6,2,12,1,1799.0
1237,Razer,3,2,2,12,1,2899.0
1238,Samsung,2,5,2,4,1,1649.0
1239,Samsung,2,5,1,4,1,1599.0
1240,Samsung,5,7,3,15,5,269.0
1241,Samsung,4,8,3,10,5,659.0
1242,Samsung,2,5,1,4,1,1499.0
1243,Samsung,1,1,2,5,1,1699.0
1244,Samsung,2,10,1,4,1,1699.0
1245,Samsung,2,10,2,4,1,1849.0
1246,Samsung,4,10,2,4,1,1799.0
1247,Toshiba,1,5,1,4,1,1535.0
1248,Toshiba,2,6,1,12,1,1790.0
1249,Toshiba,1,1,1,4,1,1119.0
1250,Toshiba,1,5,3,6,1,1285.0
1251,Toshiba,1,5,1,4,4,1460.0
1252,Toshiba,1,2,3,6,1,499.0
1253,Toshiba,1,5,1,4,1,1475.0
1254,Toshiba,1,1,3,1,1,669.0
1255,Toshiba,1,2,3,6,1,1105.0
1256,Toshiba,1,1,1,1,1,860.0
1257,Toshiba,1,1,3,1,1,489.0
1258,Toshiba,1,1,1,4,1,1388.0
1259,Toshiba,2,5,2,12,1,1747.0
1260,Toshiba,2,2,3,6,1,1090.0
1261,Toshiba,1,1,3,1,1,780.0
1262,Toshiba,1,1,2,4,1,1975.0
1263,Toshiba,1,5,1,4,1,1210.0
1264,Toshiba,2,2,2,12,1,1764.0
1265,Toshiba,1,1,2,4,1,1425.0
1266,Toshiba,2,5,2,12,1,1877.0
1267,Toshiba,1,1,1,4,1,943.0
1268,Toshiba,1,5,1,4,1,973.0
1269,Toshiba,1,1,1,4,1,1258.0
1270,Toshiba,1,1,3,6,1,498.0
1271,Toshiba,1,1,2,12,1,1403.0
1272,Toshiba,2,2,2,12,1,1865.0
1273,Toshiba,1,5,1,4,1,1213.0
1274,Toshiba,1,5,1,4,1,1672.0
1275,Toshiba,2,5,2,12,1,2226.0
1276,Toshiba,1,1,1,4,1,1043.0
1277,Toshiba,1,1,1,4,1,1399.0
1278,Toshiba,2,5,1,4,1,1363.0
1279,Toshiba,1,1,1,1,1,1064.0
1280,Toshiba,2,2,1,4,1,1725.0
1281,Toshiba,2,5,1,4,1,1095.0
1282,Toshiba,1,2,3,1,1,915.0
1283,Toshiba,2,5,1,4,1,1590.0
1284,Toshiba,1,2,1,4,1,1490.0
1285,Toshiba,1,1,3,1,1,602.0
1286,Toshiba,1,2,1,4,1,1535.0
1287,Toshiba,1,5,3,6,1,1195.0
1288,Toshiba,1,2,1,4,1,1180.0
1289,Toshiba,2,5,7,12,1,2799.0
1290,Toshiba,1,1,1,1,1,812.0
1291,Toshiba,1,1,3,1,1,447.0
1292,Toshiba,1,5,3,6,4,1195.0
1293,Toshiba,1,2,3,6,1,1020.0
1294,Toshiba,1,1,1,6,1,793.0
1295,Vero,1,2,3,10,1,202.9
1296,Vero,1,2,4,10,1,210.8
1297,Vero,1,2,3,10,1,260.0
1298,Vero,1,5,3,10,1,196.0
1299,Xiaomi,2,5,1,4,1,935.0
1300,Xiaomi,1,1,1,4,2,1199.0
1301,Xiaomi,1,1,2,4,2,1399.95
1302,Xiaomi,2,5,1,4,2,999.9
